lat,lon
25.703292,-80.380832
25.702112,-80.296837
25.698252,-80.28938
25.700706,-80.292387
25.698985,-80.415466
25.696275,-80.299347
25.70355,-80.154398
25.700835,-80.413481
25.69727,-80.157008
25.700777,-80.414818
25.698242,-80.294904
25.696126,-80.292626
25.696812,-80.365905
25.705397,-80.252205
25.704393,-80.355019
25.70642,-80.294507
25.696924,-80.345692
25.706462,-80.346624
25.699105,-80.364567
25.698172,-80.364972
25.699547,-80.292179
25.700241,-80.291566
25.708406,-80.29738
25.70447,-80.285519
25.707175,-80.293154
25.709917,-80.290816
25.701874,-80.296222
25.702354,-80.257423
25.706058,-80.294197
25.706174,-80.303811
25.705737,-80.252151
25.707281,-80.252058
25.713221,-80.25281
25.707922,-80.255012
25.704848,-80.254257
25.706119,-80.27037
25.709457,-80.251604
25.705625,-80.308311
25.71234,-80.247072
25.706454,-80.413123
25.709176,-80.304821
25.71523,-80.346638
25.711113,-80.416301
25.717576,-80.303674
25.709677,-80.345045
25.711683,-80.449733
25.710503,-80.352289
25.71608,-80.444086
25.711441,-80.446351
25.718319,-80.370099
25.715468,-80.362941
25.713811,-80.373117
25.715008,-80.368599
25.716624,-80.351926
25.717749,-80.353364
25.714479,-80.30116
25.723121,-80.417345
25.721642,-80.342129
25.723447,-80.345013
25.719469,-80.421082
25.725878,-80.41617
25.725335,-80.373945
25.720863,-80.299036
25.720721,-80.303136
25.720414,-80.248094
25.727013,-80.415429
25.726575,-80.416375
25.724891,-80.301478
25.726062,-80.299923
25.723887,-80.336516
25.724791,-80.257037
25.727278,-80.242851
25.730951,-80.411319
25.724,-80.309973
25.727499,-80.246144
25.733668,-80.368777
25.731978,-80.41111
25.728612,-80.251793
25.730471,-80.372757
25.729768,-80.373557
25.730927,-80.372572
25.734921,-80.372474
25.731926,-80.366699
25.736175,-80.329319
25.728745,-80.337442
25.734881,-80.336379
25.734264,-80.254226
25.732947,-80.323638
25.730213,-80.32511
25.732384,-80.253531
25.733695,-80.323066
25.734646,-80.323342
25.734133,-80.324641
25.733345,-80.36622
25.73317,-80.293697
25.737408,-80.328141
25.735718,-80.297102
25.737489,-80.33478
25.737502,-80.326945
25.737468,-80.246806
25.738446,-80.240638
25.730572,-80.250466
25.730471,-80.250072
25.736234,-80.24891
25.741601,-80.24881
25.734611,-80.242114
25.735679,-80.293491
25.73925,-80.204083
25.73329,-80.300808
25.734584,-80.297404
25.741208,-80.372114
25.743544,-80.248238
25.737055,-80.204822
25.742117,-80.370461
25.736124,-80.317921
25.744576,-80.238331
25.741153,-80.237529
25.74601,-80.209888
25.740997,-80.370875
25.742699,-80.215997
25.746634,-80.238101
25.74682,-80.320877
25.74615,-80.235708
25.741238,-80.309405
25.741027,-80.225442
25.743944,-80.320798
25.748037,-80.241522
25.748987,-80.209427
25.748928,-80.328048
25.743175,-80.372422
25.750764,-80.364222
25.744551,-80.257362
25.742752,-80.329365
25.750936,-80.21603
25.746413,-80.217675
25.744206,-80.25062
25.746219,-80.33492
25.745995,-80.213845
25.747036,-80.273241
25.751862,-80.269556
25.750855,-80.219973
25.745205,-80.217938
25.751814,-80.323506
25.747807,-80.268559
25.747295,-80.319351
25.747122,-80.267517
25.746157,-80.336131
25.743644,-80.314229
25.749605,-80.213413
25.748158,-80.322554
25.746124,-80.206769
25.745201,-80.243426
25.748261,-80.241464
25.747572,-80.236938
25.753182,-80.27008
25.746894,-80.233832
25.744944,-80.319604
25.749961,-80.324452
25.751451,-80.255776
25.751447,-80.241926
25.747348,-80.268244
25.750278,-80.207186
25.745484,-80.205736
25.746535,-80.202114
25.754299,-80.203484
25.753742,-80.240843
25.752923,-80.237627
25.751805,-80.199307
25.747039,-80.233956
