lat,lon
40.716434,-74.011616
40.711597,-74.00995
40.720542,-73.987248
40.717009,-74.010227
40.71807,-73.984364
40.717719,-73.986415
40.717122,-73.993595
40.720252,-73.985293
40.725353,-74.008285
40.724775,-74.006489
40.724271,-74.002284
40.732062,-74.006237
40.731682,-74.000249
40.741128,-74.008601
40.73842,-74.002092
40.739581,-74.002255
40.740942,-73.99984
40.743551,-74.001725
40.73809,-74.00384
40.737387,-74.001304
40.737796,-74.004403
40.737271,-73.923256
40.739805,-73.91823
40.740407,-74.009511
40.742613,-73.992028
40.747509,-73.921593
40.746888,-74.00116
40.744421,-73.996406
40.751313,-73.970332
40.746356,-73.99772
40.744113,-73.976489
40.745196,-73.980298
40.744555,-73.990089
40.751379,-73.983049
40.752567,-73.992484
40.750015,-73.967615
40.749759,-73.96646
40.756973,-73.971002
40.754016,-73.977163
40.757135,-73.984807
40.759948,-73.997745
40.755399,-73.972342
40.758236,-73.99279
40.756933,-73.992016
40.753336,-73.9653
40.755072,-73.983606
40.754303,-73.976181
40.752975,-73.994085
40.752542,-73.971863
40.760907,-73.990493
40.754283,-73.982652
40.761526,-73.972327
40.76024,-73.987574
40.754608,-73.987881
40.752973,-73.99147
40.756405,-73.979563
40.759148,-73.984902
40.757726,-73.986347
40.757367,-73.98411
40.759921,-73.974965
40.754259,-73.981363
40.755528,-73.986208
40.75931,-73.988735
40.758609,-73.989615
40.758265,-73.977644
40.758909,-73.969816
40.760917,-73.982961
40.764778,-73.97373
40.756109,-73.984187
40.758287,-73.986801
40.765105,-73.979711
40.759307,-73.977845
40.762999,-73.9834
40.75865,-73.980987
40.763228,-73.993087
40.760518,-73.98884
40.76006,-73.965972
40.757884,-73.968645
40.762969,-73.962917
40.762798,-73.970928
40.765338,-73.990412
40.75876,-73.976478
40.760815,-73.985643
40.763607,-73.986087
40.765067,-73.987895
40.765033,-73.983886
40.775132,-73.986028
40.771307,-73.870719
40.775345,-73.876937
40.778838,-73.875338
40.784335,-73.951319
40.783977,-73.949267
40.84964,-73.910632
40.905989,-74.98594
40.901982,-74.980599
41.027549,-75.352656
41.127831,-73.790384
41.475601,-73.957268
41.498585,-73.975362
41.875591,-87.638051
41.877181,-87.635798
41.879057,-87.636073
41.878405,-87.64008
41.88286,-87.643656
41.877933,-87.631176
41.883058,-87.633827
41.877502,-87.637055
41.880099,-87.63027
41.882279,-87.684015
41.876053,-87.685527
41.876282,-87.678243
41.877555,-87.64074
41.879409,-87.633638
41.885444,-87.629019
41.881594,-87.641937
41.884512,-87.642054
41.885745,-87.642795
41.882015,-87.635572
41.886845,-87.636967
41.884011,-87.643586
41.882644,-87.644133
41.880743,-87.63125
41.881621,-87.641608
41.884949,-87.648806
41.883051,-87.640943
41.877851,-87.626368
41.883553,-87.634671
41.880226,-87.639932
41.884593,-87.641367
41.880024,-87.634669
41.881468,-87.629633
41.880803,-87.628932
41.885098,-87.637498
41.882016,-87.625099
41.884392,-87.639692
41.881866,-87.643628
41.887453,-87.624291
41.887904,-87.629752
41.885527,-87.632414
41.885503,-87.632225
41.881773,-87.639336
41.880606,-87.63775
41.881073,-87.637093
41.887552,-87.638366
41.88495,-87.638928
41.887283,-87.628448
41.88298,-87.645658
41.882932,-87.621616
41.887799,-87.620759
41.885232,-87.624614
41.889276,-87.630466
41.889273,-87.626831
41.88789,-87.629618
41.888683,-87.635289
41.884742,-87.624408
41.88405,-87.629633
41.887143,-87.625767
41.889753,-87.626231
41.886116,-87.628083
41.885814,-87.622128
41.891841,-87.630889
41.891842,-87.627243
41.893971,-87.640715
41.885464,-87.635639
41.892997,-87.628889
41.888815,-87.628472
41.895578,-87.632364
41.887879,-87.629892
41.890106,-87.622732
41.891062,-87.627023
41.893082,-87.629015
41.890893,-87.61903
41.889118,-87.627435
41.896128,-87.624266
41.896654,-87.618721
41.896494,-87.627009
41.896005,-87.625818
41.928178,-87.878385
41.94774,-87.679797
41.951268,-87.678145
41.992251,-88.020433
41.991382,-88.021147
41.984345,-88.019679
42.012249,-87.684682
42.019426,-87.69169
42.012905,-87.685152
42.016112,-87.68848
42.153625,-73.1838
42.258388,-83.74112
42.253782,-83.735514
42.254723,-83.733538
42.294539,-83.508
42.294452,-83.514567
42.298172,-83.509562
42.301486,-71.081001
42.325668,-71.075512
42.326876,-71.073566
42.32897,-71.069944
42.346743,-71.064837
42.348013,-71.132898
42.348752,-71.081578
42.350303,-71.078286
42.343873,-71.075081
42.34873,-71.134045
42.345744,-71.073113
42.349728,-71.067569
42.347589,-71.069353
42.344495,-71.070812
42.345733,-71.076016
42.350565,-71.070811
42.352613,-71.059941
42.349146,-71.076654
42.351108,-71.076201
42.35036,-71.077262
42.354832,-71.072422
42.35397,-71.0758
42.35124,-71.067379
42.352633,-71.073547
42.353398,-71.076444
42.349173,-71.067814
42.350915,-71.074963
